"","EorP","CapShape","CapSurf","CapColor","Bruises","Odor","GillAtt","GillSpace","GillSize","GillColor","StalkShape","StalkRoot","SsurfAbove","SsurfBelow","ScolorAbove","ScolorBelow","VeilType","VeilColor","RingNum","RingType","Spore","Pop","Habitat"
"6083","p","f","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6084","p","f","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6085","p","k","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6086","p","f","y","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6087","p","f","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6088","p","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6089","p","f","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6090","p","f","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6091","p","f","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6092","p","f","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6093","p","f","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6094","p","f","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6095","p","f","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6096","p","f","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6097","p","x","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6098","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6099","p","x","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6100","p","f","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6101","p","x","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6102","p","f","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6103","p","f","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6104","p","x","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6105","p","f","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6106","p","f","y","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6107","p","x","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6108","p","f","y","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6109","p","f","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6110","p","x","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6111","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6112","p","x","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6113","p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6114","p","f","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6115","p","f","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6116","p","x","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6117","p","x","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6118","p","x","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6119","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6120","p","k","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6121","e","x","s","c","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p"
"6122","p","x","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6123","p","f","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6124","p","x","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6125","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6126","p","f","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6127","p","f","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l"
"6128","p","x","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6129","p","x","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6130","p","x","s","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6131","p","x","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6132","p","f","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6133","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6134","p","f","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6135","p","x","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6136","p","k","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6137","p","f","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6138","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6139","p","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6140","p","f","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6141","p","f","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6142","p","f","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6143","e","b","f","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g"
"6144","p","x","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6145","p","x","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6146","p","f","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6147","p","f","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6148","e","k","f","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"6149","p","x","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6150","p","f","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6151","p","x","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6152","p","f","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6153","p","x","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6154","p","x","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6155","p","x","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6156","p","k","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6157","p","x","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6158","p","x","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6159","p","x","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6160","p","x","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6161","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6162","p","x","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6163","p","x","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6164","p","f","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6165","p","x","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6166","p","f","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6167","p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6168","p","f","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6169","p","x","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6170","p","f","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6171","p","x","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6172","p","k","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6173","p","f","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6174","p","f","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6175","p","f","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6176","p","k","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6177","p","f","y","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6178","p","f","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6179","p","x","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6180","p","f","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6181","p","f","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6182","p","f","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6183","p","f","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6184","p","x","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6185","p","x","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6186","p","f","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6187","p","k","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6188","p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6189","p","k","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6190","p","x","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6191","p","x","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6192","p","x","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6193","p","f","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6194","p","x","s","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6195","e","b","s","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","g"
"6196","p","x","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6197","p","x","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6198","p","f","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6199","p","x","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6200","p","f","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6201","p","f","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6202","p","x","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6203","p","f","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6204","e","k","s","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"6205","p","f","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6206","p","x","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6207","p","f","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6208","p","f","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6209","p","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6210","p","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d"
"6211","p","f","y","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6212","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6213","p","x","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6214","p","f","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6215","e","b","f","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","g"
"6216","p","k","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6217","p","x","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6218","p","k","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l"
"6219","p","x","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6220","e","k","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g"
"6221","p","f","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6222","p","x","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6223","p","k","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6224","p","k","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6225","p","k","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6226","p","x","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6227","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6228","p","f","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6229","p","x","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6230","p","f","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6231","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6232","p","f","y","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6233","p","x","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6234","p","k","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6235","p","f","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6236","p","x","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6237","p","f","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6238","p","f","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6239","p","x","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6240","p","f","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6241","p","f","y","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6242","p","x","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d"
"6243","p","x","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6244","p","f","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6245","p","f","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6246","p","f","y","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6247","p","x","s","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6248","p","f","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6249","p","x","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6250","p","f","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6251","p","k","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6252","p","x","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6253","p","f","y","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6254","p","x","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6255","p","f","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6256","p","x","y","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d"
"6257","p","f","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6258","p","f","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6259","p","f","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6260","p","k","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
"6261","p","x","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6262","e","k","s","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g"
"6263","p","x","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6264","p","f","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6265","p","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6266","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6267","p","f","y","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6268","p","x","s","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6269","p","x","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6270","p","x","s","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6271","p","x","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6272","p","f","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6273","p","x","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6274","p","x","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6275","p","f","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6276","p","k","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d"
"6277","p","x","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6278","p","x","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6279","p","x","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6280","e","b","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","g"
"6281","p","f","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6282","p","x","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6283","p","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6284","p","f","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6285","p","f","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6286","p","f","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d"
"6287","p","f","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6288","p","f","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6289","p","x","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l"
"6290","p","f","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d"
"6291","p","x","s","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6292","p","f","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6293","p","x","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6294","p","f","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6295","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6296","p","f","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6297","p","x","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l"
"6298","p","f","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6299","p","f","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6300","p","x","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6301","p","f","s","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d"
"6302","p","k","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6303","p","x","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l"
"6304","p","x","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6305","p","k","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6306","p","x","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6307","p","x","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6308","p","f","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l"
"6309","p","f","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d"
"6310","p","f","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6311","p","f","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6312","p","f","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6313","p","f","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l"
"6314","p","k","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6315","p","x","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6316","p","f","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d"
"6317","p","f","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6318","p","k","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d"
"6319","p","f","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6320","p","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6321","p","x","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6322","p","x","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6323","p","f","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l"
"6324","p","f","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6325","p","f","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6326","p","k","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","l"
"6327","p","x","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d"
"6328","p","x","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6329","p","x","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6330","p","f","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6331","p","k","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d"
"6332","e","x","f","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","g"
"6333","p","f","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l"
"6334","p","x","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6335","p","x","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l"
"6336","p","x","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d"
"6337","p","f","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6338","p","f","y","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6339","p","x","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6340","p","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6341","p","f","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6342","p","f","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l"
"6343","p","f","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6344","p","f","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d"
"6345","p","x","y","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","l"
"6346","p","x","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6347","p","f","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l"
"6348","p","f","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d"
"6349","p","x","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d"
"6350","p","f","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l"
"6351","p","f","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6352","p","f","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6353","p","x","s","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l"
