"","Id","Months_since_Last_Donation","Number_of_Donations","Total_Volume_Donated_cc","Months_since_First_Donation","Made_Donation_in_March_2007","predictedProbabilities","stdResiduals","studentResiduals","dfbeta.(Intercept)","dfbeta.Months_since_Last_Donation","dfbeta.Number_of_Donations","dfbeta.Months_since_First_Donation","dffit","leverage","cooksDistance"
"36",403, 2, 5,1250,16,"Donated",0.398934350, 1.3602821, 1.3594571, 2.188965e-02,-1.005668e-03, 9.362604e-04,-3.627824e-04, 0.115291772,0.006728773,2.568979e-03
"432",229, 4, 9,2250,52,"Not_Donated",0.315251533,-0.8732482,-0.8720900,-2.642570e-03, 6.851378e-04, 3.139345e-04,-3.013911e-04,-0.074090531,0.006760173,7.887070e-04
"46",654, 2, 6,1500,22,"Not_Donated",0.404324027,-1.0210164,-1.0199420,-1.436922e-02, 8.305903e-04,-7.063134e-04, 1.917743e-04,-0.082279975,0.006098609,1.047620e-03
"32",459, 4, 6,1500,16,"Donated",0.389246400, 1.3784053, 1.3776156, 1.763946e-02,-2.596160e-04, 1.963110e-03,-5.685258e-04, 0.117436412,0.006797784,2.703170e-03
"399",495, 3,10,2500,33,"Donated",0.472221748, 1.2302979, 1.2289468, 9.074945e-03,-7.004696e-04, 2.608676e-03,-3.566909e-04, 0.117960410,0.008601574,2.445271e-03
"491",243,11, 6,1500,41,"Not_Donated",0.157892880,-0.5872994,-0.5868254, 1.506740e-04,-4.007734e-04, 2.709677e-04,-7.551064e-05,-0.036033492,0.003550043,1.675938e-04
"530",179,13, 7,1750,76,"Not_Donated",0.077434831,-0.4031332,-0.4023466, 2.299628e-03,-1.435143e-04, 7.506855e-04,-2.369292e-04,-0.037516845,0.008133572,1.734819e-04
"487",437,14, 7,1750,35,"Not_Donated",0.157009276,-0.5861742,-0.5853973, 1.564989e-03,-8.050481e-04,-3.456004e-04, 7.748366e-05,-0.046121668,0.005825126,2.744241e-04
"204",620, 4, 3, 750,28,"Not_Donated",0.236512279,-0.7363580,-0.7356325,-8.367626e-03, 4.282309e-04, 1.022910e-03,-1.586892e-04,-0.051595162,0.004622838,3.613474e-04
"391",348, 2,21,5250,52,"Donated",0.778542856, 0.7196471, 0.7144588,-3.014174e-03,-3.107500e-04, 4.191076e-03,-4.948925e-04, 0.137255478,0.033268428,2.531440e-03
"372",388,23, 1, 250,23,"Not_Donated",0.038763329,-0.2820349,-0.2816225, 7.441851e-04,-4.332610e-04, 1.149800e-04, 1.587596e-05,-0.022449578,0.005964454,6.085519e-05
"249",626,11, 9,2250,72,"Donated",0.131225357, 2.0237522, 2.0290209,-1.260735e-02, 5.540417e-04,-2.688826e-03, 1.118361e-03, 0.190883943,0.008275888,1.392715e-02
"133",293, 2, 1, 250, 2,"Donated",0.327908386, 1.5000942, 1.4995483, 3.212554e-02,-9.818217e-04,-4.739565e-04,-4.080750e-04, 0.147236237,0.008994638,4.692968e-03
"540",396,21, 2, 500,21,"Not_Donated",0.056250000,-0.3414440,-0.3408779, 7.716525e-04,-5.670754e-04, 5.783781e-05, 4.130920e-05,-0.029093941,0.006828265,1.031495e-04
"158",609, 4, 6,1500,47,"Not_Donated",0.244822334,-0.7518417,-0.7508116,-4.473732e-03, 6.020991e-04, 1.120056e-03,-3.408024e-04,-0.062417480,0.006477311,5.318401e-04
"58",607, 1, 9,2250,51,"Not_Donated",0.386242467,-0.9932939,-0.9914454,-6.868663e-03, 1.511833e-03, 4.748202e-04,-3.994580e-04,-0.105064551,0.010461928,1.680931e-03
"25",482, 4, 8,2000,21,"Not_Donated",0.437086341,-1.0765701,-1.0751010,-1.105972e-02, 1.868505e-04,-2.336522e-03, 5.084823e-04,-0.102001411,0.008408236,1.659986e-03
"563", 58,21, 1, 250,21,"Not_Donated",0.048646342,-0.3167787,-0.3163092, 5.472328e-04,-4.816826e-04, 1.345898e-04, 2.173675e-05,-0.025455793,0.006077857,7.864914e-05
"337",327,21, 2, 500,25,"Not_Donated",0.051795191,-0.3271525,-0.3266620, 8.269194e-04,-5.086258e-04, 1.130084e-04, 2.028564e-05,-0.026466849,0.006159570,8.516171e-05
"474", 75, 4, 1, 250, 4,"Not_Donated",0.277860906,-0.8097229,-0.8085663,-1.448287e-02, 1.820136e-04, 2.936333e-04, 2.000486e-04,-0.069805966,0.006979661,6.808707e-04
"48",740, 4,19,4750,69,"Donated",0.595363467, 1.0325067, 1.0276706,-9.239882e-03,-5.757077e-04, 4.162424e-03,-1.408623e-04, 0.177327461,0.027112472,4.867061e-03
"295",428,14, 7,1750,72,"Not_Donated",0.076745000,-0.4010597,-0.4003721, 2.364889e-03,-2.151112e-04, 6.407409e-04,-2.033623e-04,-0.034964124,0.007144759,1.506205e-04
"34",446, 2,13,3250,53,"Donated",0.502339607, 1.1810695, 1.1789337, 2.282156e-03,-1.287080e-03, 2.196056e-03, 4.465949e-05, 0.138853357,0.012880481,3.273922e-03
"234",133,14, 5,1250,28,"Not_Donated",0.137699787,-0.5457916,-0.5451218, 1.860215e-04,-7.208073e-04,-1.094570e-04, 7.152722e-05,-0.041029632,0.005320564,2.146872e-04
"566",204,14, 3, 750,79,"Not_Donated",0.037216919,-0.2764563,-0.2759469, 9.342966e-04,-5.923874e-05, 6.493945e-04,-1.653057e-04,-0.024707763,0.007507622,7.365462e-05
"567",361,23, 1, 250,23,"Donated",0.038763329, 2.5572575, 2.5786339,-6.747651e-03, 3.928450e-03,-1.042543e-03,-1.439500e-04, 0.205132387,0.005964454,3.742106e-02
"423",398, 4, 4,1000,16,"Not_Donated",0.319300337,-0.8791738,-0.8783571,-1.220061e-02, 2.706901e-04,-1.801378e-04, 1.776652e-04,-0.062523229,0.004758878,5.634194e-04
"309", 37,18, 2, 500,23,"Not_Donated",0.070901536,-0.3846365,-0.3840956, 3.301672e-04,-5.558956e-04, 1.538726e-04, 2.561558e-05,-0.030298489,0.005840962,1.127474e-04
"317", 15,16, 1, 250,16,"Not_Donated",0.084732476,-0.4220432,-0.4214533,-7.133818e-04,-5.690006e-04, 1.918010e-04, 4.551438e-05,-0.033282658,0.005853682,1.370788e-04
"535",439,14, 1, 250,14,"Not_Donated",0.105054766,-0.4724778,-0.4718542,-1.696133e-03,-5.722879e-04, 2.165241e-04, 6.005378e-05,-0.036435850,0.005598437,1.661508e-04
"96",182, 1, 7,1750,57,"Not_Donated",0.288954011,-0.8318559,-0.8294357,-5.801186e-03, 1.393239e-03, 1.777856e-03,-6.072233e-04,-0.103311488,0.014376023,1.503444e-03
"341",381,11, 3, 750,76,"Not_Donated",0.052306546,-0.3293313,-0.3285842, 6.889307e-04, 1.503117e-05, 8.956196e-04,-2.288183e-04,-0.032823528,0.009318944,1.310168e-04
"257", 21,16, 7,1750,39,"Not_Donated",0.123283535,-0.5146003,-0.5138441, 2.331537e-03,-7.733921e-04,-1.813467e-04, 3.612360e-05,-0.042137683,0.006306968,2.245443e-04
"367",112,14, 3, 750,83,"Not_Donated",0.034214818,-0.2649041,-0.2643970, 9.369646e-04,-4.533955e-05, 6.373477e-04,-1.639467e-04,-0.024116182,0.007787750,7.006104e-05
"97",212, 2,11,2750,79,"Donated",0.296490489, 1.5772276, 1.5767978,-2.178669e-03,-2.676515e-03,-2.998721e-03, 1.511217e-03, 0.247038075,0.022578255,1.401928e-02
"182",709,10, 8,2000,39,"Not_Donated",0.226714017,-0.7185420,-0.7179166, 3.108394e-04,-5.262210e-04,-4.471288e-04, 4.020081e-05,-0.047096611,0.004047821,2.991042e-04
"310",193,23, 5,1250,33,"Not_Donated",0.056477659,-0.3423269,-0.3416763, 1.959150e-03,-6.352805e-04,-6.238596e-05, 3.975063e-05,-0.031244997,0.007826829,1.189804e-04
"244", 72, 9, 1, 250, 9,"Not_Donated",0.175275709,-0.6224251,-0.6217038,-6.105304e-03,-4.079868e-04, 2.725075e-04, 1.142382e-04,-0.046100145,0.005164430,2.772507e-04
